id,name,type,latitude,longitude,address,phone,operator,emergency,source
6926049961,"Gowri Nursing Home, Kanchipuram",hospital,12.9779713,80.1883923,,,,no,OSM
6926049968,Gopalapuram Dispensary,clinic,13.0490968,80.2576214,,,,no,OSM
6926055600,Satish Eye Hospital,hospital,13.0813959,80.2469972,,,,no,OSM
6926055919,Uma Eye Clinic Pvt.Ltd,clinic,13.0854776,80.2034474,,,,no,OSM
6926055920,"A.K. Hospital, Chennai",hospital,13.0741442,80.220515,,,,no,OSM
6926055922,Ammayi Eye Hospital,hospital,13.0331935,80.2159045,,,,no,OSM
6926055923,K.M. Speciality Hospital,hospital,13.0379671,80.2013517,,,,no,OSM
6926060954,Subha Hospital,hospital,13.1113868,80.2923493,,,,no,OSM
6926072169,Apollo Cosmetic Clinic,clinic,13.0177421,80.2712363,,,,no,OSM
6926107781,Radhatri Nethralaya,hospital,13.0339283,80.2394965,,,,no,OSM
6926118208,"S M Hospital, Chennai",hospital,13.0400969,80.2044211,,,,no,OSM
6926173267,Cu Shah Sankara Netralaya,hospital,13.0012687,80.2001283,,,,no,OSM
6926176409,Subiksha Nursing Home,clinic,13.1118191,80.2419198,,,,no,OSM
6926280322,Aashiana Hospital,hospital,13.0924039,80.2090184,,,,no,OSM
6926368877,SMV Nursing Home,clinic,13.0473231,80.2127641,,,,no,OSM
6926411928,"Ayesha Hospital, Kilpauk",hospital,13.0847009,80.2498054,,,,no,OSM
6926421019,Fathima Nursing Home,clinic,13.1272912,80.2461,,,,no,OSM
6926437405,Frontline Eye Hospital,hospital,13.0323531,80.2517212,,,,no,OSM
6926437416,Fousiya Hospital,hospital,13.0477722,80.2744473,,,,no,OSM
6926437422,Dr Iravathams Laboratory,laboratory,13.0420156,80.237081,,,,no,OSM
6926437428,Hande Hospital,hospital,13.0764653,80.2274586,,,,no,OSM
6926437438,Halsted Surgical Clinic,clinic,13.0780413,80.2415872,,,,no,OSM
6926437454,Dr Gurusekaran Hospital Pvt Ltd,hospital,13.0374924,80.2381137,,,,no,OSM
6926437460,Guindy Dispensary,clinic,13.010217,80.2217737,,,,no,OSM
6926494055,G. R. Hospital & Fertility Centre,hospital,12.9952982,80.2068955,,,,no,OSM
6926494067,G K M Hospital Pvt Ltd,hospital,13.0899919,80.2585199,,,,no,OSM
6926808792,Starlight Hospitals Pvt Ltd,hospital,12.9864526,80.2601581,,,,no,OSM
6926953017,Kaliappa Renal Center,hospital,13.0274616,80.2566481,,,,no,OSM
6926953024,K P Childrens Hospital And Neuro Centre,hospital,12.9911179,80.1986745,,,,no,OSM
6927267098,Ayur Kshetra ( A Unit Of Institute Of Ayurvedic Research Pvt Ltd),hospital,13.0760812,80.2107431,,,,no,OSM
6927292449,Krishna Eye And Ent Hospitals,hospital,13.0343985,80.2339764,,,,no,OSM
6927308315,Vishnu Eye Clinic and Laser Foundation,hospital,13.0842894,80.2230605,,,,no,OSM
6927326555,Fathimah Eye Clinic,clinic,13.0290932,80.2775791,,,,no,OSM
6927380447,"Santhigiri Ayurveda and Siddha Hospital, Chennai",hospital,13.0476871,80.2646568,,,,no,OSM
6927647007,Vijaya Heart Foundation - Vijaya Hospital,hospital,13.054729,80.2110462,,,,no,OSM
6927769046,Santosh Hospital Pvt Ltd,hospital,12.995229,80.2691898,,,,no,OSM
6928042666,"Dr.Agarwal's Eye Hospital Ltd., Anna Nagar",hospital,13.0847414,80.2219681,,,Dr. Agarwal's Eye Hospital,no,OSM
6928094720,Athipathi Hospital and Research Centre,hospital,12.9762711,80.2222002,,,,no,OSM
6928167787,Girishwari Hospital Pvt Ltd,hospital,13.0349787,80.2519137,,,,no,OSM
6928327073,Sri Kumaran Multi Speciality Hospital,hospital,13.1152895,80.2923614,,,,no,OSM
6928384708,Dr. K Ravi Eye Care,hospital,13.0407013,80.2618016,,,,no,OSM
6928727073,Madras Ent Research Foundation,hospital,13.0268688,80.2541439,,,,no,OSM
6928752799,Dr. Mohans Mv Diabetes Specialities Centre - Chennai,hospital,13.0541946,80.257671,,,,no,OSM
6928752800,Dr. Meera Nursing Home,clinic,13.086608,80.2468979,,,,no,OSM
6928779096,Chettinad Super Speciality Hospital,hospital,12.9109406,80.228211,,,,no,OSM
6928779097,Lister Metropolis Laboratory and Research Centre Pvt. Ltd.,laboratory,13.0614296,80.2456105,,,,no,OSM
6928800364,Dr V Rathna Prabhu,doctors,13.0449508,80.2388835,,,,no,OSM
6928878284,Lifeline Rigid Hospital,hospital,13.0780204,80.2336988,,,,no,OSM
6928899364,Dr. Seshiah Diabetes Research Institute and Dr. Balaji Diabetes Care Centre,hospital,13.0748591,80.2299839,,,,no,OSM
6928920472,Dr.Kamakshi Memorial Hospital,hospital,13.0022187,80.2520867,,,,no,OSM
6928920473,Dr.Duraiswami Eye Hospital,hospital,13.034051,80.2279374,,,,no,OSM
6928936138,Dr.C. Satheesh,doctors,13.0991061,80.2836885,,,,no,OSM
6928936148,Dr.Agarwals Eye Hospital - Velacherry,hospital,12.9832366,80.217509,,,Dr. Agarwal's Eye Hospital,no,OSM
6928936149,"Dr.Agarwal's Eye Hospital Ltd, Nanganallur",hospital,12.9827844,80.1891661,,,,no,OSM
6928936160,Dr. Udhaya Rajas Dental Centre,hospital,13.0465492,80.2422899,,,,no,OSM
6929234791,Voluntary Health Services Medical Centre,clinic,13.0027257,80.2469087,,,,no,OSM
6929255218,Sri Bala Nursing Home,hospital,13.1183119,80.2318051,,,,no,OSM
6929259906,Lakshmi Hospital,hospital,13.0314888,80.2218689,,,,no,OSM
6929264393,Aarthi Priyas Tooth Care Clinic,clinic,12.9743958,80.2200463,,,,no,OSM
6929266356,Nanthini Hospital,hospital,12.9326457,80.2320063,,,,no,OSM
6929359057,Bharathirajaa Hospital and Research centre,hospital,13.0480981,80.245015,,,,no,OSM
6929359073,Bethany Health Care Centre,hospital,13.0699812,80.2444142,,,,no,OSM
6929359084,Bhagwan Mahaveer Eye Hospital,hospital,13.1105084,80.2917197,,,,no,OSM
6929372894,Bharani Nursing Home,clinic,13.1102609,80.2376792,,,,no,OSM
6929372895,Bharat Specialities Lab,laboratory,12.982659,80.1959534,,,,no,OSM
6929372896,Bharath Hospital,hospital,12.9823277,80.1937835,Nanganallur 1st Main Road,+91 44 2224 6481;+91 44 2224 6789;+91 98419 72378,,no,OSM
6929395441,Warriers Dental Care,dentist,12.9866317,80.189842,,,,no,OSM
6929398895,Trinity Acute Care Hospital - Chennai,hospital,13.0382607,80.2582785,,,,no,OSM
6929592168,Balakrishna Eye Hospital,hospital,13.0274436,80.2269866,,,,no,OSM
6929592183,Balagandhara Varma Nursing Home and Research Center,clinic,12.9378832,80.2082151,,,,no,OSM
6929592184,Bagdi Nursing Home,clinic,13.0533846,80.2374941,,,,no,OSM
6929625895,B.S.S. Hospital,hospital,13.026013,80.2655232,,,,yes,OSM
6929625901,B.R.S. Hospital Pvt. Ltd.,hospital,13.0519442,80.2454831,,,,no,OSM
6929731466,Harvey Healthcare Limited,hospital,13.037303,80.2558136,,,,no,OSM
6929737121,Chitra's Ent Laser Hospital,hospital,13.0518247,80.2476483,,,,no,OSM
6929910241,"Krishna Dental Clinic, Chennai",dentist,13.0874336,80.2177075,,,,no,OSM
6929922974,Das Nursing Home,clinic,12.9893694,80.1422824,,,,no,OSM
6929969774,Kottakkal Arya Vaidya Sala,hospital,13.0395483,80.2313016,,,,no,OSM
6930010121,C.U. Shah Clinic And Diagnostic Center,clinic,13.0863304,80.2583543,,,,no,OSM
6930163091,Je Nesam Hospital,hospital,13.0405732,80.2146873,,,,no,OSM
6930163175,Chennai Meenakshi Multispeciality Hospital Ltd,hospital,13.0376198,80.2619625,,,,no,OSM
6930188138,Chennai Skin Foundation and Yesudian Research Institute,hospital,13.0210394,80.2592924,,,,no,OSM
6930467954,Dr.Mu.Va.Hospital,hospital,13.0743327,80.228278,,,,no,OSM
6931566251,Mysaan Hospital,hospital,13.0641326,80.2705644,,,,no,OSM
6931658649,V H M Hospitals Pvt Ltd,hospital,13.0462892,80.1979979,,,,no,OSM
6931772821,Ritherdon Nursing Home,clinic,13.0815684,80.2587748,,,,no,OSM
6931772941,Robin and Robin Health Care,hospital,13.0807741,80.1989025,,,,no,OSM
6932068862,West Madras Medical Centre,hospital,13.0850496,80.215956,,,,no,OSM
6932077905,Rathina Clinic,clinic,13.1098612,80.2909854,,,,no,OSM
6932103990,"Kauvery Hospital, Chennai",hospital,13.0390564,80.2568208,,,,no,OSM
6932138889,Rathi Med Speciality Hospital,hospital,13.0916495,80.2179844,,,,no,OSM
6932142269,Rathenam Nursing Home,clinic,13.1113476,80.284929,,,,no,OSM
6932203729,Santhi Hospital,hospital,12.9507835,80.255186,East Coast Road SH49,,Private,yes,OSM
6932706544,Suraksha Ent Care Centre,clinic,13.0331886,80.258056,,,,no,OSM
6932740110,Sunder Eye Hospital,hospital,13.08497,80.2159721,,,,no,OSM
6932938089,Laksha Hospital,hospital,13.0435469,80.2636349,,,,no,OSM
6932966221,Narayanaa Hospital,hospital,13.0893773,80.2547595,,,,no,OSM
6933010451,Janamma Hospital,hospital,13.0269457,80.2623196,,,,no,OSM
6933010456,Janaki E.N.T. Nursing Home,clinic,13.0970567,80.2821958,,,,no,OSM
6933016136,"Noble Hospital, Chennai",hospital,13.0821536,80.253244,,,,no,OSM
6933038486,"J.K. Hospital, Chennai",hospital,13.1354513,80.2934799,,,,no,OSM
6933038519,Ishwarya Nursing Home,clinic,13.1129411,80.2822602,,,,no,OSM
6933038566,Indira Eye Hospital,hospital,13.0222055,80.2622388,,,,no,OSM
6933038567,Indian Hospitals,hospital,13.0766658,80.2057502,,,,no,OSM
6933105884,Sheeba Multi Speciality Clinic,clinic,13.1168517,80.2279428,,,,no,OSM
6933130958,Diabetes Research Centre and M.V.Hospital For Diabetes,hospital,13.1119458,80.2952072,,,,no,OSM
6933279103,"Vasan Eye Care Hospital, Neelankarai",hospital,12.9504267,80.2551001,,,,no,OSM
6933334832,Sarathy Nursing Home,clinic,12.9926586,80.20008,,,,no,OSM
6933370913,Apollo First Medical Foundation,hospital,13.0776912,80.2459216,,,,no,OSM
6933510845,Julian Nursing Home,clinic,13.1063124,80.2506946,,,,no,OSM
6933510851,Josephs Nursing Home,hospital,13.0739408,80.2357346,,,,no,OSM
6933510877,Jayam Polyclinc,hospital,12.9958562,80.2603345,,,,no,OSM
6933510882,Jayam Nursing Home,clinic,13.122272,80.2894968,,,,no,OSM
6933514287,Jayadev Polyclinic Hospital,hospital,13.0778545,80.2415295,,,,no,OSM
6933514307,Jaya Eye Clinic,clinic,13.0265892,80.2699743,,,,no,OSM
6933522070,Kummaran Eye Speciality Centre,hospital,13.0600349,80.2302911,,,,no,OSM
6933523232,Kvt Health Centre,hospital,13.1282303,80.2421558,,,,no,OSM
6933621323,Maya Nursing Home Pvt Ltd,clinic,13.0313072,80.2097064,,,,no,OSM
6933737012,Ezhil Hospital,hospital,13.1302259,80.2916855,,,,no,OSM
6933746497,Eswari Nursing Home,clinic,13.1165682,80.2263898,,,,no,OSM
6933757130,Premier Health Center,hospital,13.0842489,80.220851,,,,no,OSM
6933770688,Endocrine Diagnostic And Research Centre,laboratory,13.0335088,80.2366854,,,,no,OSM
6933794368,Vasantha Subramanian Hospitals Pvt Ltd,hospital,13.0731975,80.2527237,,,,no,OSM
6933802716,"Vasan Eye Care Hospital, Tondiarpet",hospital,13.1109009,80.2812195,,,,no,OSM
6933828333,Madras Poly Clinic and R.R. Scan,hospital,13.0461063,80.2220044,,,,no,OSM
6933833912,Lister Nursing Home,clinic,13.0644964,80.2730508,,,,no,OSM
6933833922,"Lifeline Cliniq , Adyar",clinic,13.0007709,80.2575208,,,,no,OSM
6933833923,Life Medhospital,hospital,13.0535505,80.2576911,,,,no,OSM
6933869777,"K.M. Hospitals, Chennai",hospital,13.0884107,80.2421169,,,,no,OSM
6933875088,Zubeda Hospitals Ltd.,hospital,13.0741955,80.2357775,,,,no,OSM
6933881025,Sree Narayana Nursing Home,clinic,13.1089757,80.2481371,,,,no,OSM
6933910999,RR Multispeciality Hospital,hospital,13.0584745,80.2740124,,,,no,OSM
6933973123,"Dr.N. Nagajothi,M.D",doctors,13.0350165,80.2392798,,,,no,OSM
6933998001,Dr.Manju Kulkarni Hospital,hospital,13.0743836,80.2367672,,,,no,OSM
6934018827,Vaman Clinic Eye and Ent Care,clinic,13.0388943,80.2137016,,,,no,OSM
6934018868,S.V. Bone And Joint Hospital,hospital,13.0473239,80.2241461,,,,no,OSM
6934018874,S.S Nursing Home,clinic,12.969346,80.2573344,,,,no,OSM
6934036697,Sri Eshodha Hospital,hospital,13.0981213,80.2362643,,,,no,OSM
6934061609,Srichakara Multispeciality Hospital,hospital,12.97853,80.1851381,,,,no,OSM
6934089837,"Peoples Nursing Home, Chennai",clinic,13.0696298,80.2159499,,,,no,OSM
6934098007,Abhijay Hospital,hospital,13.1160177,80.2328438,,,,no,OSM
6934146446,"Sinus And Nose Hospital - Mylapore, Chennai",hospital,13.0350623,80.2778479,,,,no,OSM
6934163318,Sibi Hospital,hospital,12.9697917,80.1904562,,,,no,OSM
6934172291,"Shyamala Nursing Home, Chennai",clinic,13.1101185,80.2819745,,,,no,OSM
6934186203,Sri Venkateshwara`s C.M. Hospital,hospital,12.9857914,80.185987,,,,no,OSM
6934246102,Srinivas Priya Hospital (P) Ltd,hospital,13.1100467,80.2466847,,,,no,OSM
6934271069,"M.R. Hospital, Chennai",hospital,13.0725279,80.2195783,,,,no,OSM
6934271075,M. N. Orthopaedic Hospital,hospital,13.0810328,80.2336653,,+914426442279,,yes,OSM
6934271106,M V Hospital For Diabetes Pvt Ltd,hospital,13.1121574,80.2956927,,,,no,OSM
6934271111,M N Eye Hospital,hospital,12.996767,80.2603599,,,,no,OSM
6934301423,"A.V. Hospital, Chennai",hospital,13.1170802,80.2864189,,,,no,OSM
6934325847,N.K Clinic,clinic,12.998194,80.2079885,,,,no,OSM
6934325848,N.R. Hospital,hospital,13.1122162,80.2309737,,,,no,OSM
6934325849,N.R. Medical Home Private Limited,hospital,13.0965878,80.2597135,,,,no,OSM
6934325866,Nagamani Hospitals Private Limited,hospital,13.117412,80.289427,,,,no,OSM
6934325876,Nalamm Hospital Pvt Ltd,hospital,13.1184216,80.2610184,,,,no,OSM
6934325881,Nambi Nursing Home and Research Centre,clinic,13.0576423,80.2723642,,,,no,OSM
6934325882,Nandalala Medical Foundation,hospital,13.0328516,80.2615173,,,,no,OSM
6934326572,Sri Kumaran Health Centre,hospital,13.1308907,80.2138799,,,,no,OSM
6934340587,Nandambakkam Dispensary,clinic,13.0154215,80.1932403,,,,no,OSM
6934340601,Nandhini Hospital,hospital,12.9784706,80.2247932,,,,no,OSM
6934340623,Navasuja Sankara Nethralaya,hospital,13.0265108,80.2607878,,,,no,OSM
6934340638,Neomed Hospital - Chennai,hospital,13.083452,80.2030747,,,,no,OSM
6934340658,"New Balaji Hospital, Chennai",hospital,13.0316469,80.2311185,,,,no,OSM
6934340659,New Hope Indian Specilaity Hospital,hospital,13.0777579,80.2414826,,,,no,OSM
6934340664,New Hope Medical Centre Pvt. Ltd,hospital,13.0776821,80.2415201,,,,no,OSM
6934340665,Nichani Health Centre,hospital,13.111251,80.2940284,,,,no,OSM
6934340684,Nungambakkam Dispensary CandB Block,clinic,13.0666173,80.2481747,,,,no,OSM
6934340749,Orthopedic and Specialities Hospital,hospital,13.0390564,80.2086724,,,,no,OSM
6934340750,Padma Clinic And Nursing Home,clinic,13.0768865,80.2351539,,,,no,OSM
6934340766,Padmapriya Hospital Pvt. Ltd.,hospital,12.9996223,80.2537027,,,,no,OSM
6934340781,Palani Balaji Fertility Centre,hospital,13.0122123,80.2235084,,,,no,OSM
6934340782,Pallava Hospital,hospital,13.0420391,80.2126005,,,,no,OSM
6934340783,P&G Nursing Home,clinic,13.0479576,80.2124181,,,,no,OSM
6934340789,Pankajam Memorial Hospital,hospital,12.9801472,80.1835965,,,,no,OSM
6934347087,Apollo Childrens Hospital,hospital,13.060131,80.2523656,,,,no,OSM
6934347093,Anuradha Maternity Centre,hospital,13.0356881,80.2337551,,,,no,OSM
6934407803,Shri Balaji Hospital - Chennai,hospital,13.0919709,80.2511633,,,,no,OSM
6934408780,Shree Sai Krupa Dental Care,dentist,13.0373853,80.2318856,,,,no,OSM
6934477070,Shivas Eye Care,clinic,13.0939374,80.2008538,,,,no,OSM
6934610015,Shepherd Nursing Home,clinic,13.1255776,80.2260934,,,,no,OSM
6934689509,Perambur Dispensary,clinic,13.0976393,80.2594614,,,,no,OSM
6934897845,Tamil Nadu Urological Research Centre,hospital,13.0710341,80.222632,,,,no,OSM
6934912413,Vhs Diabeted Research Centre,clinic,13.0029165,80.2463347,,,,no,OSM
6935067323,Ponraj Eye Clinic,clinic,12.9892035,80.2554783,,,,no,OSM
6935159758,Thirimoorthys Heart Care Hospital,hospital,12.9673347,80.1867983,,,,no,OSM
6935224404,"Thulasi Krishna Nursing Home, Kodambakkam",hospital,13.0517176,80.2300054,,,,no,OSM
6935248992,Star Bone Joint Center,clinic,13.0633102,80.2743041,,,,no,OSM
6935272552,Dr. Agarwal's Eye Hospital,hospital,13.074266,80.2382156,,,Dr. Agarwal's Eye Hospital,no,OSM
6935274089,Selvarangam Hospital,hospital,13.0850183,80.2244673,,,,no,OSM
6936134771,"Sankara Nethralaya, Chennai",hospital,13.0670837,80.2505444,,,,no,OSM
6936147552,Akn Nursing Home,clinic,13.0836428,80.2462569,,,,no,OSM
6936147848,Sampat Nursing Home,clinic,13.0365779,80.2728282,,,,no,OSM
6936271569,Sri Lakshmi Multi Speciality Hospital Pvt Ltd,hospital,12.9640779,80.2461429,,,,no,OSM
6936275517,Dr Agarwal Eye Hospital Ltd,hospital,13.1135903,80.2270764,,,,no,OSM
6936310669,Sulochana Dental Care Center,dentist,13.0404661,80.2244103,,,,no,OSM
6936316468,Tosh Hospitals Private Limited,hospital,13.0827016,80.2424652,,,,no,OSM
6936324681,Dr Vas Dental Clinic,clinic,13.0341895,80.2325615,,,,no,OSM
6936339695,Sundaram Cancer Centre,hospital,13.07604,80.2366224,,,,no,OSM
6936339711,R.R. Eye Instutute and Laser Foundation,hospital,13.0483992,80.2040416,,,,no,OSM
6936339747,Rajalakshmi Nursing Home,clinic,13.084629,80.2247456,,,,no,OSM
6936339753,Rajan Dental Institute Pvt. Ltd.,dentist,13.0439283,80.2727732,,,,no,OSM
6936339822,Avm Medical Ent Research Foundation Pvt Ltd,hospital,13.0441485,80.2637114,,,,no,OSM
6936356289,"Aditya Hospital, Chennai",hospital,13.0806801,80.2486159,,,,no,OSM
6936359923,Laser and Laparascopic Hospital,hospital,13.0430125,80.2371521,,,,no,OSM
6936359940,Lakshmi Maternity Hospital,hospital,12.9938673,80.2528444,,,,no,OSM
6936359972,Kumaran Hospital Pvt.Ltd.,hospital,13.0790289,80.2490893,,,,no,OSM
6936359973,Kumaran Diagnostic Centre,laboratory,12.9833542,80.2220687,,,,no,OSM
6936359992,Kts Nursing Home,clinic,13.1225671,80.224244,,,,no,OSM
6936391765,Apollo Specialty Hospitals Private Limited,hospital,13.0177957,80.2711008,,,,no,OSM
6936395127,Darshan Eye Clinic,clinic,13.0883153,80.2162363,,,,no,OSM
6936411410,Deepam Eye Hospital,hospital,13.0877615,80.2423476,,,,no,OSM
6936415699,Dr. A. Ramachandran's Diabetes Hospital,hospital,13.0685338,80.2579902,,,,no,OSM
6936469837,Veecare Eye Hospital,hospital,13.0843952,80.2182426,,,,no,OSM
6936488132,Sanjeevini Nursing Home,clinic,13.1169712,80.2883984,,,,no,OSM
6936663153,Velachery K S Hospital,hospital,12.9763914,80.2114016,,,,no,OSM
6936663164,Vasantha Nursing Home,clinic,13.1168268,80.2876957,,,,no,OSM
6936669886,K.J. Hospital,hospital,13.0790015,80.25267,,,,no,OSM
6936681265,Sathya Physiotherapy Centre,hospital,13.0440365,80.2336198,,,,no,OSM
6936681271,Sri Balaji Ent And Maternity Clinic,clinic,13.0257935,80.2227634,,,,no,OSM
6936684311,Kensington Hospital,hospital,13.0788382,80.2469368,,,,no,OSM
6936684328,Ponmalligai Hospital Pvt Ltd,hospital,12.9925116,80.2061465,,,,no,OSM
6936684391,Pdr Othopaedic Hospital,hospital,13.0389519,80.2290894,,,,no,OSM
6936695126,E V Kalyani Medical Centre,hospital,13.0427786,80.2706811,,,,no,OSM
6936695137,Vijay's Nursing Home,clinic,13.0266147,80.2283525,,,,no,OSM
6936695172,Yogi Vedha Kumari Hospital,hospital,13.0269877,80.2631588,,,,no,OSM
6936695177,Xcellent Care Superspeciality Hospital,hospital,12.9833895,80.2181782,,,,no,OSM
6936695178,Women and Children Foundation,hospital,13.0478465,80.2329075,,,,no,OSM
6936695225,Sucha Eye Cure,clinic,13.0390577,80.1931438,,,,no,OSM
6936695226,"Sudha Hospital, Chennai",hospital,13.0791504,80.2541493,,,,no,OSM
6936696196,V.K. Hospital,hospital,13.0816938,80.2522811,,,,no,OSM
6936696229,U.K. Hospitals Pvt. Ltd.,hospital,13.0838857,80.2252632,,,,no,OSM
6936696239,"Trust Hospital, Chennai",hospital,13.0892193,80.2415402,,,,no,OSM
6936696240,Titan Eye,hospital,13.082343,80.2076291,,,,no,OSM
6936708005,Sai Ortho Care Hospital,hospital,13.0332775,80.2371645,,,,no,OSM
6936708989,Sooriya Hospital,hospital,13.0481888,80.2035199,,,,no,OSM
6936709005,Amruth Siddha and Ayurvedic Clinic,clinic,13.097668,80.2415751,,,,no,OSM
6936709049,Siva Sakthi Nursing Home,clinic,13.0607823,80.2217676,,,,no,OSM
6936709086,Centre For Blood Disorders,hospital,13.0496502,80.2410582,Habibullah Road,+91 44 2834 0668;+91 44 2834 5161,,no,OSM
6936709093,Csm Nursing Home,clinic,13.037934,80.2170509,,,,no,OSM
6936738654,Roselin Gandhi Hospital,hospital,13.1166714,80.2803303,,,,no,OSM
6936854953,Sree Sai Krishna Poly Clinic Hospital,clinic,13.0838165,80.236031,,,,no,OSM
6936874933,Paterson Cancer Center / Vijaya Health Centre Premises,hospital,13.0475826,80.2069719,,,,no,OSM
6936891601,Aarthi Scans,clinic,13.0346684,80.2576784,,,,no,OSM
6936953154,Fertility Research Centre,hospital,13.0558855,80.2481343,,,,no,OSM
6936976871,Spot Hospital,hospital,13.047269,80.2187347,,,,no,OSM
6936994823,B B Hospital,hospital,13.1184203,80.204346,,,,no,OSM
6937025938,Sri Visa Clinic,clinic,13.0312145,80.2321847,,,,no,OSM
6937055902,Appasamy Krishna Hospital and Medical Research Centre,hospital,12.9758647,80.2205016,,,,no,OSM
6937067452,"Medindia Hospitals, Chennai",hospital,13.0606718,80.2432201,,,,no,OSM
6937320470,Rudhra-Chella Clinicare`N`Cure Services,hospital,13.1228878,80.293498,,,,no,OSM
6937351599,K.K.R. ENT Hospital and Research Institute(P) Ltd,hospital,13.0781955,80.2452886,Poonamalee High Road,+91 44 2641 1444,,no,OSM
6937390213,Sri Hari Clinic,clinic,13.0352086,80.2164307,,,,no,OSM
6937420406,Sri Viveka Institute Of Dental Health,dentist,13.0438892,80.2387923,,,,no,OSM
6937434309,"Srinivasa Hospital P P N, Chennai",hospital,13.0503377,80.2299377,,,,no,OSM
6937467152,Gastro Cre Hospital,hospital,13.0394065,80.2507684,,,,no,OSM
6937478253,Dr. A.G. Arumugam Nursing Home,clinic,13.0768382,80.2354315,,,,no,OSM
6937497904,Aaditya Kamaraja Eye Hospital,hospital,13.0463676,80.1865241,,,,no,OSM
6937570093,Dr Ravishankars Eye Clinic and Nursing Home,clinic,13.0872141,80.2596062,,,,no,OSM
6937594692,Seethapathy Nursing Home,clinic,13.0489087,80.2645898,,,,no,OSM
6950288001,Sahishnatha Indtitute Of Maternal And Child Health,hospital,12.9531897,80.2541614,,,,no,OSM
7045971385,Unnamed,pharmacy,13.0025112,80.2568577,,,,no,OSM
7045972385,Unnamed,pharmacy,12.9909409,80.256108,,,,no,OSM
7099721389,Unnamed,pharmacy,13.0063273,80.2567379,,,,no,OSM
7169412006,Sri Kandan Medicals,pharmacy,13.0105569,80.1960206,,,,no,OSM
7169425322,Patanjali Pharmacy,pharmacy,13.0109087,80.1961641,"# 101 , Butt Road, Defence Colony 1st Ave, Ravi Colony, St.Thomas Mount, Tamil Nadu 600016",,,no,OSM
7177259685,Unnamed,dentist,12.9751829,80.1956824,,,,no,OSM
7177268687,Glow Dental,dentist,12.9739445,80.1916658,,,,no,OSM
7181579342,Adyar Dispensary,clinic,12.991685,80.2533312,,,,no,OSM
7181684162,Siva E N T Hospital,hospital,13.0619796,80.2741693,,,,no,OSM
7181711080,"Vinayagam Laser Hospital, Chennai",hospital,13.0476113,80.2650954,,,,no,OSM
7181721033,"Dr Agarwals Eye Hospital, Triplicane",hospital,13.0524884,80.2736449,,,,no,OSM
7181722911,"Dr.Agarwal's Eye Hospital Ltd., Gopala Puram",hospital,13.0432085,80.259169,,,Dr. Agarwal's Eye Hospital,no,OSM
7181734862,Dr. M. Mohamed Meeran Clinic,clinic,13.1216418,80.2436035,,,,no,OSM
7181744123,Ramarau Polyclinic,clinic,13.0782438,80.2456386,,,,no,OSM
7181748147,Bharani Hospital,hospital,13.0380111,80.2013205,,,,no,OSM
7181812928,K.K. Nagar Dispensary and Polyclinic,clinic,13.0368,80.2079107,,,,no,OSM
7194755479,Rajiv Scans,laboratory,13.0675771,80.2580238,,,,no,OSM
7210884259,Fortis Vadapalani Hospital,hospital,13.0475131,80.2042733,,,,no,OSM
7210895386,Tamil Nadu Urological Research Centre Best Kidney Stone Clinic,hospital,13.0748708,80.2147555,,,,no,OSM
7210911300,Sri Ranga Hospitals,hospital,13.0290525,80.2636265,,,,no,OSM
7210948177,Chamiers Day Care Center,hospital,13.0297278,80.2446245,,,,no,OSM
7213394742,London Harley Street Women And Fertility Centre,hospital,12.9609724,80.2421492,,,,no,OSM
7213449201,Doctor kannan,doctors,13.0032895,80.25373,,,,no,OSM
7213449202,Gas Hospital,hospital,13.003026,80.2540981,,,,no,OSM
7213449203,Adyar Ortho Clinic,clinic,13.0017764,80.2518544,,,,no,OSM
7213449204,Siloam Hospital,clinic,13.0012776,80.2498239,,,,no,OSM
7213449205,Dr VK Jayalakshmi - Vishnu Fertility Centre,clinic,13.0015495,80.2497784,,,,no,OSM
7213492568,Dr.Bala Subramanian,hospital,13.0465056,80.2423799,,,,no,OSM
7213542263,Central Government Health Scheme Dispensary & Health Scheme,centre,13.0888482,80.2046966,,,,no,OSM
7252256149,"UHP, Kodungaiyur 1",centre,13.13478,80.243553,,,,no,OSM
7252256159,Shri Pooja Maternity Clinic,clinic,13.1308512,80.2517777,,,,no,OSM
7252256169,Jeeva Nagar North UPHC,centre,13.13262,80.2863,,,,no,OSM
7252256177,Swasthik Health Care center,hospital,13.1297134,80.2506039,,,,no,OSM
7252256184,NRV Hospital,hospital,13.13468,80.243196,,,,no,OSM
7252256214,"UHP, Kodungaiyur 2",centre,13.13079,80.258508,,,,no,OSM
7252333312,Irch Uhp,centre,13.1044386,80.2748161,,,,no,OSM
7252333313,Korukkupet UPHC,centre,13.1228129,80.2870743,,,,no,OSM
7252333314,Govt Kilpauk Medical College Hospital,hospital,13.07832,80.243753,,,,no,OSM
7252333316,Sakthi Nursing Home,clinic,13.0583373,80.2012267,,,,no,OSM
7252333318,Rasi Hospital,hospital,13.12038,80.285818,,,,no,OSM
7252333320,Government Maternity And Child Hospital,hospital,13.0991743,80.2301988,,,,no,OSM
7252333321,Cloudnine Hospital - Chennai,hospital,13.0433937,80.2461174,,,,no,OSM
7252333322,Mangalapuram PHC,centre,13.0731831,80.2429769,,,,no,OSM
7252333324,Krishnampet UPHC,centre,13.0528882,80.2621371,,,,no,OSM
